"","datetime","discharge"
"594",2018-05-22 18:00:00,36603
"595",2018-05-22 19:00:00,37442
"596",2018-05-22 20:00:00,37033
"597",2018-05-22 21:00:00,36399
"598",2018-05-22 22:00:00,35841
"599",2018-05-22 23:00:00,35356
"600",2018-05-23 00:00:00,34926
"601",2018-05-23 01:00:00,34533
"602",2018-05-23 02:00:00,34168
"603",2018-05-23 03:00:00,33831
"604",2018-05-23 04:00:00,33516
"605",2018-05-23 05:00:00,33219
"606",2018-05-23 06:00:00,32939
"607",2018-05-23 07:00:00,32669
"608",2018-05-23 08:00:00,32405
"609",2018-05-23 09:00:00,32147
"610",2018-05-23 10:00:00,31896
"611",2018-05-23 11:00:00,31654
"612",2018-05-23 12:00:00,31418
"613",2018-05-23 13:00:00,31189
"614",2018-05-23 14:00:00,30966
"615",2018-05-23 15:00:00,30748
"616",2018-05-23 16:00:00,30536
"617",2018-05-23 17:00:00,30328
"618",2018-05-23 18:00:00,30126
"619",2018-05-23 19:00:00,29928
"620",2018-05-23 20:00:00,29735
"621",2018-05-23 21:00:00,29544
"622",2018-05-23 22:00:00,29356
"623",2018-05-23 23:00:00,29169
"624",2018-05-24 00:00:00,28985
"625",2018-05-24 01:00:00,28804
"626",2018-05-24 02:00:00,28624
"627",2018-05-24 03:00:00,28448
"628",2018-05-24 04:00:00,28274
"629",2018-05-24 05:00:00,28103
"630",2018-05-24 06:00:00,27935
"631",2018-05-24 07:00:00,27769
"632",2018-05-24 08:00:00,27605
"633",2018-05-24 09:00:00,27442
"634",2018-05-24 10:00:00,27281
"635",2018-05-24 11:00:00,27123
"636",2018-05-24 12:00:00,26967
"637",2018-05-24 13:00:00,26814
"638",2018-05-24 14:00:00,26665
"639",2018-05-24 15:00:00,26519
"640",2018-05-24 16:00:00,26377
"641",2018-05-24 17:00:00,26240
"642",2018-05-24 18:00:00,26106
"643",2018-05-24 19:00:00,25975
"644",2018-05-24 20:00:00,25848
"645",2018-05-24 21:00:00,25722
"646",2018-05-24 22:00:00,25598
"647",2018-05-24 23:00:00,25474
"648",2018-05-25 00:00:00,25352
"649",2018-05-25 01:00:00,25231
"650",2018-05-25 02:00:00,25111
"651",2018-05-25 03:00:00,24992
"652",2018-05-25 04:00:00,24875
"653",2018-05-25 05:00:00,24758
"654",2018-05-25 06:00:00,24643
"655",2018-05-25 07:00:00,24528
